,index,name,full_name,score
479,1596,727.pdf,train/727.pdf,0.22334338428436834
480,1197,3330.pdf,train/3330.pdf,0.22330378811216284
481,1687,685.pdf,train/685.pdf,0.22325085337380304
482,1849,3259.pdf,train/3259.pdf,0.22311499206935428
483,1945,3298.pdf,train/3298.pdf,0.22306625809763586
484,2635,554.pdf,train/554.pdf,0.2230544659550397
485,712,1722.pdf,train/1722.pdf,0.2230097033496185
486,2522,2333.pdf,train/2333.pdf,0.22300087078996003
487,1119,1320.pdf,train/1320.pdf,0.22295150360126872
488,714,1050.pdf,train/1050.pdf,0.22278830991542886
489,165,565.pdf,train/565.pdf,0.22276987196167064
490,187,2505.pdf,train/2505.pdf,0.22276811613179112
491,1249,1055.pdf,train/1055.pdf,0.22274411019935395
492,2681,2898.pdf,train/2898.pdf,0.22270183121500065
493,265,3034.pdf,train/3034.pdf,0.22258335994758408
494,181,1756.pdf,train/1756.pdf,0.22257592012569583
495,1383,3125.pdf,train/3125.pdf,0.22254224452044108
496,1666,478.pdf,train/478.pdf,0.2225298847218553
497,2348,2450.pdf,train/2450.pdf,0.22246763844066203
498,2770,3371.pdf,train/3371.pdf,0.22244031749343576
499,1184,1490.pdf,train/1490.pdf,0.2224369226841626
500,1873,1248.pdf,train/1248.pdf,0.22225795423307876
501,2012,330.pdf,train/330.pdf,0.222147426861228
502,1035,3651.pdf,train/3651.pdf,0.22200665718979928
503,1770,905.pdf,train/905.pdf,0.22195290466733913
504,1038,1720.pdf,train/1720.pdf,0.22189877074416578
505,1747,252.pdf,train/252.pdf,0.22180783471963544
506,1953,2804.pdf,train/2804.pdf,0.22178483885705533
507,312,3430.pdf,train/3430.pdf,0.22177253130240726
508,1384,1054.pdf,train/1054.pdf,0.2217651964186647
509,768,16.pdf,train/16.pdf,0.2217620575850394
510,1297,3252.pdf,train/3252.pdf,0.22165206905327162
511,2558,185.pdf,train/185.pdf,0.22151061163362243
512,417,3226.pdf,train/3226.pdf,0.22139266680145264
513,2193,3228.pdf,train/3228.pdf,0.22135318366133813
514,2195,41.pdf,train/41.pdf,0.22134819411820272
515,483,3435.pdf,train/3435.pdf,0.221311293271923
516,2112,2719.pdf,train/2719.pdf,0.22131082070978939
517,2652,2085.pdf,train/2085.pdf,0.22129505176138314
518,1226,272.pdf,train/272.pdf,0.22125159320599372
519,1339,3247.pdf,train/3247.pdf,0.22123145921532278
520,2621,2520.pdf,train/2520.pdf,0.221217982896504
521,229,3545.pdf,train/3545.pdf,0.22118069202602306
522,107,1378.pdf,train/1378.pdf,0.22117472849554706
523,1673,322.pdf,train/322.pdf,0.22116723126751406
524,2130,97.pdf,train/97.pdf,0.22113490371000713
525,1300,1860.pdf,train/1860.pdf,0.2210566643816764
526,278,1409.pdf,train/1409.pdf,0.22103511427941527
527,293,2896.pdf,train/2896.pdf,0.22094995441445542
528,813,2606.pdf,train/2606.pdf,0.22083718216070203
529,228,2897.pdf,train/2897.pdf,0.22083342526503272
530,1306,1684.pdf,train/1684.pdf,0.2208324438640566
531,1502,1110.pdf,train/1110.pdf,0.22081965255045125
532,1153,2402.pdf,train/2402.pdf,0.22077375746697062
533,1392,2213.pdf,train/2213.pdf,0.2207695844834844
534,1704,1259.pdf,train/1259.pdf,0.22076248619093228
535,1815,1659.pdf,train/1659.pdf,0.22071062883511117
536,141,997.pdf,train/997.pdf,0.22070069934675407
537,2465,3398.pdf,train/3398.pdf,0.22067343716202817
538,2104,753.pdf,train/753.pdf,0.22056162275077687
539,2338,1824.pdf,train/1824.pdf,0.22051740307726672
540,1012,920.pdf,train/920.pdf,0.2204465782334416
541,1629,2143.pdf,train/2143.pdf,0.22034053055809155
542,1850,870.pdf,train/870.pdf,0.22028599653830575
543,2198,69.pdf,train/69.pdf,0.22027816716635723
544,1483,2424.pdf,train/2424.pdf,0.22027049562516532
545,1853,2806.pdf,train/2806.pdf,0.22024289467778208
546,2583,1565.pdf,train/1565.pdf,0.22020302688768578
547,1532,3288.pdf,train/3288.pdf,0.22019677599101659
548,2525,2441.pdf,train/2441.pdf,0.22018430688916843
549,31,3432.pdf,train/3432.pdf,0.2201690748306234
550,444,2449.pdf,train/2449.pdf,0.22014005577471926
551,856,2202.pdf,train/2202.pdf,0.2201232918191189
552,1724,2220.pdf,train/2220.pdf,0.22008392778270802
553,42,799.pdf,train/799.pdf,0.2200641624799564
554,1377,1281.pdf,train/1281.pdf,0.22005576300108456
555,1019,3447.pdf,train/3447.pdf,0.22005290137354602
556,1505,1845.pdf,train/1845.pdf,0.22004528372203386
557,871,1938.pdf,train/1938.pdf,0.21998027759136157
558,1338,1444.pdf,train/1444.pdf,0.21994359897391041
559,44,160.pdf,train/160.pdf,0.21993382757462143
560,1917,1060.pdf,train/1060.pdf,0.21986499937313753
561,1619,848.pdf,train/848.pdf,0.21980610658220542
562,126,607.pdf,train/607.pdf,0.21972795567166517
563,1257,1294.pdf,train/1294.pdf,0.219716247013766
564,364,1021.pdf,train/1021.pdf,0.21969005622518303
565,1905,2596.pdf,train/2596.pdf,0.21967892244928633
566,1590,294.pdf,train/294.pdf,0.2196665982138164
567,1195,1241.pdf,train/1241.pdf,0.21964765532824157
568,960,1133.pdf,train/1133.pdf,0.21964201667134234
569,2658,2052.pdf,train/2052.pdf,0.2195723748098378
570,919,1494.pdf,train/1494.pdf,0.21952298784203994
571,395,1380.pdf,train/1380.pdf,0.2194288820590498
572,2189,2888.pdf,train/2888.pdf,0.21940364112693223
573,2356,2451.pdf,train/2451.pdf,0.21932006175568144
574,1255,714.pdf,train/714.pdf,0.21924965642285008
575,19,3618.pdf,train/3618.pdf,0.21921435895488872
576,2351,2322.pdf,train/2322.pdf,0.21921375242181512
577,2203,1403.pdf,train/1403.pdf,0.21920010665122464
578,1680,35.pdf,train/35.pdf,0.21915543153533662
579,1347,2830.pdf,train/2830.pdf,0.21908501781288953
580,2062,708.pdf,train/708.pdf,0.21907992588396233
581,506,1020.pdf,train/1020.pdf,0.21906538607267423
582,2097,1012.pdf,train/1012.pdf,0.21900500683306692
583,124,175.pdf,train/175.pdf,0.21898891277942276
584,2795,2523.pdf,train/2523.pdf,0.21897499668651857
585,474,99.pdf,train/99.pdf,0.2189320723862621
586,1488,1138.pdf,train/1138.pdf,0.21891634201715307
587,8,2248.pdf,train/2248.pdf,0.21889871988063406
588,2411,2928.pdf,train/2928.pdf,0.21888991156423895
589,1440,122.pdf,train/122.pdf,0.2187896124131989
590,2609,2087.pdf,train/2087.pdf,0.21878548332957073
591,1431,1273.pdf,train/1273.pdf,0.21877071192098593
592,2215,2877.pdf,train/2877.pdf,0.21871490545843467
593,943,699.pdf,train/699.pdf,0.21856920502028215
594,582,70.pdf,train/70.pdf,0.21856152242010465
595,1491,3049.pdf,train/3049.pdf,0.2185586123192345
596,360,589.pdf,train/589.pdf,0.2185029679479783
597,1243,2548.pdf,train/2548.pdf,0.21842817975427645
598,1565,282.pdf,train/282.pdf,0.21842674749598975
599,1299,338.pdf,train/338.pdf,0.2183045156836594
600,224,639.pdf,train/639.pdf,0.2182785503961855
601,1806,1473.pdf,train/1473.pdf,0.21824932958591964
602,2456,580.pdf,train/580.pdf,0.21823578496258855
603,2683,45.pdf,train/45.pdf,0.21822425641698387
604,2802,541.pdf,train/541.pdf,0.21820352802191573
605,251,1636.pdf,train/1636.pdf,0.21814511949965026
606,1463,2632.pdf,train/2632.pdf,0.2181401106688605
607,1516,2627.pdf,train/2627.pdf,0.21808307147590703
608,1841,1472.pdf,train/1472.pdf,0.21797923079953332
609,1759,291.pdf,train/291.pdf,0.21791409690441543
610,1594,2553.pdf,train/2553.pdf,0.2178499433365184
611,2494,2870.pdf,train/2870.pdf,0.21782878377087178
612,133,2739.pdf,train/2739.pdf,0.21777314322074975
613,637,59.pdf,train/59.pdf,0.217762138927181
614,1545,916.pdf,train/916.pdf,0.21768467972763028
615,2611,3170.pdf,train/3170.pdf,0.21768258104533542
616,1355,885.pdf,train/885.pdf,0.2176787361424495
617,1366,1242.pdf,train/1242.pdf,0.21759662478198266
618,178,3627.pdf,train/3627.pdf,0.2175180373947169
619,1803,19.pdf,train/19.pdf,0.21751152241993563
620,699,574.pdf,train/574.pdf,0.21739742050039496
621,731,739.pdf,train/739.pdf,0.21734954287884692
622,1620,3275.pdf,train/3275.pdf,0.21734462518047912
623,1675,450.pdf,train/450.pdf,0.2173244679238019
624,1743,1922.pdf,train/1922.pdf,0.21731133529279759
625,2702,408.pdf,train/408.pdf,0.21729814768873293
626,1608,2751.pdf,train/2751.pdf,0.21725657014734606
627,2439,553.pdf,train/553.pdf,0.21724418651539285
628,1834,1857.pdf,train/1857.pdf,0.21717742066167908
629,1975,2384.pdf,train/2384.pdf,0.2171616403001937
630,2467,741.pdf,train/741.pdf,0.21715393995934534
631,996,1442.pdf,train/1442.pdf,0.2171265498976167
632,182,3141.pdf,train/3141.pdf,0.21712452238257154
633,0,570.pdf,train/570.pdf,0.21704584441505292
634,32,1231.pdf,train/1231.pdf,0.21703741676418822
635,568,159.pdf,train/159.pdf,0.21701268713294117
636,874,262.pdf,train/262.pdf,0.21699647553030502
637,518,577.pdf,train/577.pdf,0.21693122465968556
638,977,1873.pdf,train/1873.pdf,0.21683829224909795
639,1932,2970.pdf,train/2970.pdf,0.21681074026049102
640,1467,446.pdf,train/446.pdf,0.2168067603237818
641,1677,861.pdf,train/861.pdf,0.21678474306154952
642,644,65.pdf,train/65.pdf,0.2167508060759618
643,422,358.pdf,train/358.pdf,0.21674545001990178
644,2758,2866.pdf,train/2866.pdf,0.21670034811809286
645,36,3368.pdf,train/3368.pdf,0.21669257258241373
646,2053,3474.pdf,train/3474.pdf,0.21669183200804695
647,1752,1077.pdf,train/1077.pdf,0.21667582920541023
648,1701,134.pdf,train/134.pdf,0.2166080208125567
649,2294,3362.pdf,train/3362.pdf,0.21656168578575286
650,1095,1526.pdf,train/1526.pdf,0.21654521815118544
651,1781,1507.pdf,train/1507.pdf,0.21649907302323693
652,389,3434.pdf,train/3434.pdf,0.21647922220904242
653,2355,1158.pdf,train/1158.pdf,0.21647422805524907
654,493,1587.pdf,train/1587.pdf,0.2164416334588614
655,2651,1598.pdf,train/1598.pdf,0.21626386058245237
656,2242,2254.pdf,train/2254.pdf,0.21620557897434525
657,2446,225.pdf,train/225.pdf,0.21616993783317942
658,2457,1014.pdf,train/1014.pdf,0.21616878068638923
659,945,1682.pdf,train/1682.pdf,0.21608935736008936
660,1703,2750.pdf,train/2750.pdf,0.21608194391854457
661,386,1551.pdf,train/1551.pdf,0.21606177142769376
662,1511,447.pdf,train/447.pdf,0.2159817190478414
663,2058,913.pdf,train/913.pdf,0.2159794794993831
664,2727,2443.pdf,train/2443.pdf,0.21597628296904042
665,2679,636.pdf,train/636.pdf,0.215928189191579
666,939,2610.pdf,train/2610.pdf,0.21591561891610273
667,2040,2805.pdf,train/2805.pdf,0.21589980225309607
668,1068,1730.pdf,train/1730.pdf,0.21578164389107457
669,1753,285.pdf,train/285.pdf,0.21566208234026313
670,1052,1903.pdf,train/1903.pdf,0.21565995766320178
671,2025,2178.pdf,train/2178.pdf,0.2156394023908125
672,1409,2587.pdf,train/2587.pdf,0.21563437045095715
673,1646,3063.pdf,train/3063.pdf,0.21560703841481005
674,111,820.pdf,train/820.pdf,0.21549130607204928
675,1097,139.pdf,train/139.pdf,0.21548905084294895
676,64,2664.pdf,train/2664.pdf,0.21545392043879236
677,1691,691.pdf,train/691.pdf,0.21538829839842671
678,1537,889.pdf,train/889.pdf,0.21533327379242237
679,2335,340.pdf,train/340.pdf,0.2153270436501952
680,1361,1530.pdf,train/1530.pdf,0.2152573346504983
681,2567,3548.pdf,train/3548.pdf,0.2152459415270133
682,2297,787.pdf,train/787.pdf,0.21522089717984372
683,1721,2963.pdf,train/2963.pdf,0.21517818601229655
684,660,1221.pdf,train/1221.pdf,0.21512149221507054
685,431,2460.pdf,train/2460.pdf,0.2150832932793659
686,1966,1470.pdf,train/1470.pdf,0.21506989893773798
687,1610,135.pdf,train/135.pdf,0.21496599526273583
688,586,1354.pdf,train/1354.pdf,0.21491781794239795
689,346,1974.pdf,train/1974.pdf,0.214904212002369
690,1573,241.pdf,train/241.pdf,0.2148235421301449
691,2580,608.pdf,train/608.pdf,0.2148171807233832
692,2304,963.pdf,train/963.pdf,0.21472165172239338
693,2013,456.pdf,train/456.pdf,0.21467845137981853
694,380,2716.pdf,train/2716.pdf,0.2146114050253622
695,1910,1909.pdf,train/1909.pdf,0.21456570792680624
696,909,3452.pdf,train/3452.pdf,0.21453489576424248
697,2161,3003.pdf,train/3003.pdf,0.21451069354300442
698,1433,2752.pdf,train/2752.pdf,0.21446859596060697
699,1994,3071.pdf,train/3071.pdf,0.21445732711223664
700,597,1195.pdf,train/1195.pdf,0.21438405121082732
701,675,2933.pdf,train/2933.pdf,0.2143195922102621
702,339,1964.pdf,train/1964.pdf,0.21431362673658602
703,900,3446.pdf,train/3446.pdf,0.214293862947952
704,1053,1095.pdf,train/1095.pdf,0.21428329193616125
705,1211,1282.pdf,train/1282.pdf,0.21422056793462804
706,670,2072.pdf,train/2072.pdf,0.2141505733335051
707,2024,3266.pdf,train/3266.pdf,0.21414561008184008
708,1175,2600.pdf,train/2600.pdf,0.21406384755685856
709,2708,2442.pdf,train/2442.pdf,0.21400364104628017
710,161,1967.pdf,train/1967.pdf,0.2139982611218446
711,1745,520.pdf,train/520.pdf,0.213938525173668
712,1137,1122.pdf,train/1122.pdf,0.21385410746291483
713,1070,3133.pdf,train/3133.pdf,0.21383502000284646
714,1920,1706.pdf,train/1706.pdf,0.21381747987532007
715,1860,1499.pdf,train/1499.pdf,0.2137858264820787
716,1291,1451.pdf,train/1451.pdf,0.21376948652947692
717,780,329.pdf,train/329.pdf,0.21374334462754555
718,27,766.pdf,train/766.pdf,0.2136943492290779
719,2790,3173.pdf,train/3173.pdf,0.21368219365449337
720,532,575.pdf,train/575.pdf,0.2136427947067436
721,710,1905.pdf,train/1905.pdf,0.21362243134855827
722,2307,2054.pdf,train/2054.pdf,0.21360066685546553
723,475,1381.pdf,train/1381.pdf,0.2136002249633937
724,1974,1464.pdf,train/1464.pdf,0.21354554193119019
725,2316,1398.pdf,train/1398.pdf,0.21354432498073458
726,1727,1701.pdf,train/1701.pdf,0.21350189941262043
727,2244,3604.pdf,train/3604.pdf,0.213413433897367
728,1331,1685.pdf,train/1685.pdf,0.2134128716573807
729,1321,2429.pdf,train/2429.pdf,0.21340727911884744
730,1030,288.pdf,train/288.pdf,0.21340571303037412
731,1270,2819.pdf,train/2819.pdf,0.21340270874066597
732,998,897.pdf,train/897.pdf,0.21339350600866117
733,2443,1799.pdf,train/1799.pdf,0.21336974518718468
734,1203,931.pdf,train/931.pdf,0.21335690345626673
735,240,413.pdf,train/413.pdf,0.21332307201433717
736,1276,660.pdf,train/660.pdf,0.2132406565879833
737,1582,519.pdf,train/519.pdf,0.21322663229528963
738,317,3342.pdf,train/3342.pdf,0.21322378625009888
739,1113,844.pdf,train/844.pdf,0.21316801602435365
740,172,1959.pdf,train/1959.pdf,0.21313408588719016
741,936,1319.pdf,train/1319.pdf,0.21311918825848508
742,2142,800.pdf,train/800.pdf,0.21310630562321414
743,2434,1945.pdf,train/1945.pdf,0.21309631965746595
744,1802,3502.pdf,train/3502.pdf,0.21306724062394225
745,2636,2250.pdf,train/2250.pdf,0.2130494714579895
746,701,1962.pdf,train/1962.pdf,0.21304077290566356
747,2155,1833.pdf,train/1833.pdf,0.21300897843598865
748,1489,1886.pdf,train/1886.pdf,0.21300572892588426
749,562,1208.pdf,train/1208.pdf,0.2129837033197301
750,2468,999.pdf,train/999.pdf,0.21297278537059616
751,1877,2972.pdf,train/2972.pdf,0.21294291774915775
752,1428,3316.pdf,train/3316.pdf,0.21293345525890342
753,831,1496.pdf,train/1496.pdf,0.21292515408097706
754,1441,136.pdf,train/136.pdf,0.21290724827392082
755,2733,1823.pdf,train/1823.pdf,0.21283392136361257
756,2436,2280.pdf,train/2280.pdf,0.2128211804559334
757,1131,1693.pdf,train/1693.pdf,0.21280236120039678
758,220,2698.pdf,train/2698.pdf,0.21278351789434138
759,2181,418.pdf,train/418.pdf,0.21275306547263978
760,791,2377.pdf,train/2377.pdf,0.21270654347977236
761,760,3257.pdf,train/3257.pdf,0.21269881161984677
762,1909,537.pdf,train/537.pdf,0.21269433731509768
763,882,3644.pdf,train/3644.pdf,0.21266336382729992
764,1090,918.pdf,train/918.pdf,0.21254862628076543
765,730,2968.pdf,train/2968.pdf,0.21250926159101094
766,2428,590.pdf,train/590.pdf,0.21245694830059744
767,922,2823.pdf,train/2823.pdf,0.21242077101849804
768,106,74.pdf,train/74.pdf,0.21240002685738846
769,1396,1097.pdf,train/1097.pdf,0.21228663062245662
770,1171,2628.pdf,train/2628.pdf,0.21226261808721342
771,28,3383.pdf,train/3383.pdf,0.2122608151209005
772,823,894.pdf,train/894.pdf,0.21223593569577087
773,1778,2768.pdf,train/2768.pdf,0.21216193441082334
774,804,314.pdf,train/314.pdf,0.2121509880407915
775,1592,1728.pdf,train/1728.pdf,0.21212935314970696
776,2807,3198.pdf,train/3198.pdf,0.21212582738754696
777,2594,1559.pdf,train/1559.pdf,0.2120963558195168
778,2117,2057.pdf,train/2057.pdf,0.2120553722178235
779,2416,2914.pdf,train/2914.pdf,0.2120457528545947
780,633,2648.pdf,train/2648.pdf,0.21198466831008214
781,288,3222.pdf,train/3222.pdf,0.21191689163351607
782,1943,1276.pdf,train/1276.pdf,0.21188498985394363
783,2103,2916.pdf,train/2916.pdf,0.21187315464147918
784,1934,2031.pdf,train/2031.pdf,0.21183656385095664
785,2043,668.pdf,train/668.pdf,0.211793887646227
786,641,1433.pdf,train/1433.pdf,0.21178321102631606
787,1071,703.pdf,train/703.pdf,0.2117544749379044
788,1365,3455.pdf,train/3455.pdf,0.2117236665907297
789,2663,1201.pdf,train/1201.pdf,0.21167823566609295
790,1846,2621.pdf,train/2621.pdf,0.2116742390476333
791,2357,2337.pdf,train/2337.pdf,0.2116484097293403
792,657,3422.pdf,train/3422.pdf,0.21157502211079265
793,52,148.pdf,train/148.pdf,0.21149694914589823
794,63,821.pdf,train/821.pdf,0.21149667601726094
795,299,604.pdf,train/604.pdf,0.21146130728853244
796,2422,1038.pdf,train/1038.pdf,0.21142485238348885
797,1006,3296.pdf,train/3296.pdf,0.2113887666713774
798,2555,378.pdf,train/378.pdf,0.21133612355127696
799,115,1344.pdf,train/1344.pdf,0.21126771488585064
800,2050,3306.pdf,train/3306.pdf,0.21123055428240775
801,164,3180.pdf,train/3180.pdf,0.21122760535994822
802,556,763.pdf,train/763.pdf,0.21116928293123696
803,1566,296.pdf,train/296.pdf,0.21115783539761396
804,2542,2468.pdf,train/2468.pdf,0.21111764306616024
805,2464,2086.pdf,train/2086.pdf,0.21110853547423727
806,1576,533.pdf,train/533.pdf,0.21110818320142055
807,1191,892.pdf,train/892.pdf,0.2110973470086773
808,1880,2966.pdf,train/2966.pdf,0.21101843421820562
809,787,2405.pdf,train/2405.pdf,0.2110178151360635
810,1818,497.pdf,train/497.pdf,0.21090055915155484
811,536,1778.pdf,train/1778.pdf,0.21086167061641312
812,1466,320.pdf,train/320.pdf,0.2108006458182208
813,2796,1994.pdf,train/1994.pdf,0.21072796427146145
814,1997,3070.pdf,train/3070.pdf,0.2106852819233881
815,877,1084.pdf,train/1084.pdf,0.21067762077077193
816,1530,3263.pdf,train/3263.pdf,0.2106316273922753
817,1737,2585.pdf,train/2585.pdf,0.210535990948999
818,418,2886.pdf,train/2886.pdf,0.21053320533894146
819,953,458.pdf,train/458.pdf,0.21052225590665793
820,2133,182.pdf,train/182.pdf,0.21049322506893947
821,837,2772.pdf,train/2772.pdf,0.21047217800390108
822,764,2607.pdf,train/2607.pdf,0.2104511042496393
823,168,217.pdf,train/217.pdf,0.2104395468922305
824,1157,3085.pdf,train/3085.pdf,0.21043793035178787
825,1892,2231.pdf,train/2231.pdf,0.21042840968547002
826,2323,3570.pdf,train/3570.pdf,0.2104143710826449
827,990,3527.pdf,train/3527.pdf,0.21032010974677928
828,459,3541.pdf,train/3541.pdf,0.21030535501616157
829,558,788.pdf,train/788.pdf,0.21030534329062103
830,1604,2745.pdf,train/2745.pdf,0.21027821874436833
831,931,3254.pdf,train/3254.pdf,0.21027161927797342
832,458,1356.pdf,train/1356.pdf,0.21024786332801357
833,1946,2186.pdf,train/2186.pdf,0.2102394008297407
834,1630,20.pdf,train/20.pdf,0.2102306600582833
835,1109,850.pdf,train/850.pdf,0.21022233636331222
836,7,3630.pdf,train/3630.pdf,0.21019624018827346
837,2672,2683.pdf,train/2683.pdf,0.21017477972597584
838,1379,3496.pdf,train/3496.pdf,0.210158708635471
839,190,2511.pdf,train/2511.pdf,0.21014375572326793
840,1890,1710.pdf,train/1710.pdf,0.2100868478854174
841,2768,1200.pdf,train/1200.pdf,0.210081140631591
842,1185,1484.pdf,train/1484.pdf,0.21005183886462817
843,703,275.pdf,train/275.pdf,0.21001500878832427
844,460,3555.pdf,train/3555.pdf,0.209976795821893
845,1500,2419.pdf,train/2419.pdf,0.2098758678862511
846,2009,2420.pdf,train/2420.pdf,0.20986394996193145
847,423,1182.pdf,train/1182.pdf,0.2098548034003793
848,626,366.pdf,train/366.pdf,0.20983754666759702
849,1110,2615.pdf,train/2615.pdf,0.20983564757970316
850,424,416.pdf,train/416.pdf,0.20978915423120006
851,2606,768.pdf,train/768.pdf,0.20976446422505493
852,302,88.pdf,train/88.pdf,0.20975100558206305
853,1305,304.pdf,train/304.pdf,0.20970629565890536
854,110,2665.pdf,train/2665.pdf,0.20957173371947765
855,2431,3607.pdf,train/3607.pdf,0.20954500257632905
856,2586,1203.pdf,train/1203.pdf,0.2095246448340663
857,61,1423.pdf,train/1423.pdf,0.2094766508944339
858,2536,1175.pdf,train/1175.pdf,0.2094722461288383
859,2469,2904.pdf,train/2904.pdf,0.20945007555146336
860,2409,1212.pdf,train/1212.pdf,0.20943452582855226
861,628,428.pdf,train/428.pdf,0.2094209800762569
862,2371,2647.pdf,train/2647.pdf,0.2093257673366455
863,985,2611.pdf,train/2611.pdf,0.2092207795413556
864,1694,1488.pdf,train/1488.pdf,0.20921837686350306
865,2612,1767.pdf,train/1767.pdf,0.20918652859382625
866,1122,449.pdf,train/449.pdf,0.20912410611486054
867,555,2926.pdf,train/2926.pdf,0.20908645570970705
868,461,2893.pdf,train/2893.pdf,0.2090307119596518
869,677,1584.pdf,train/1584.pdf,0.2089866314922539
870,1525,692.pdf,train/692.pdf,0.2089773221866196
871,2787,1770.pdf,train/1770.pdf,0.20893684834107845
872,1611,121.pdf,train/121.pdf,0.20888674154087458
873,1232,1082.pdf,train/1082.pdf,0.2088435820697363
874,385,2058.pdf,train/2058.pdf,0.2088371642215258
875,266,1623.pdf,train/1623.pdf,0.20874131882348793
876,480,2878.pdf,train/2878.pdf,0.20870213589095468
877,1274,106.pdf,train/106.pdf,0.20868602438980288
878,76,410.pdf,train/410.pdf,0.20859456468631526
879,1307,310.pdf,train/310.pdf,0.20856269581340156
880,873,512.pdf,train/512.pdf,0.20856151732870568
881,23,1580.pdf,train/1580.pdf,0.20855550109438148
882,248,1622.pdf,train/1622.pdf,0.20852837273862257
883,1559,2237.pdf,train/2237.pdf,0.2085221870197268
884,1657,1649.pdf,train/1649.pdf,0.20851897071923586
885,363,3622.pdf,train/3622.pdf,0.2085071633293649
886,504,985.pdf,train/985.pdf,0.20848456203824717
887,2562,1405.pdf,train/1405.pdf,0.20842683773713558
888,2255,1946.pdf,train/1946.pdf,0.20841900010947492
889,741,936.pdf,train/936.pdf,0.20841058421518113
890,2648,3166.pdf,train/3166.pdf,0.20835726693636006
891,1254,1280.pdf,train/1280.pdf,0.208342795676286
892,727,2940.pdf,train/2940.pdf,0.20825424458448102
893,1376,715.pdf,train/715.pdf,0.20825417490450024
894,923,666.pdf,train/666.pdf,0.20817486630758364
895,2341,3014.pdf,train/3014.pdf,0.20815201663176938
896,1062,2211.pdf,train/2211.pdf,0.20813189970186433
897,902,1537.pdf,train/1537.pdf,0.20811125118889034
898,1464,37.pdf,train/37.pdf,0.20810697317830687
899,948,464.pdf,train/464.pdf,0.20810092146978265
900,65,2670.pdf,train/2670.pdf,0.2080822026976965
901,1424,2791.pdf,train/2791.pdf,0.20807002574951855
902,123,3590.pdf,train/3590.pdf,0.20801842346789112
903,2075,244.pdf,train/244.pdf,0.20801804870811583
904,809,466.pdf,train/466.pdf,0.20797509938102227
905,1312,3078.pdf,train/3078.pdf,0.20795176016260636
906,537,2271.pdf,train/2271.pdf,0.20786569923779652
907,1144,2358.pdf,train/2358.pdf,0.20784211737311067
908,894,3485.pdf,train/3485.pdf,0.20781856050872868
909,1731,281.pdf,train/281.pdf,0.20780307053124458
910,1654,2426.pdf,train/2426.pdf,0.20779233468492095
911,496,775.pdf,train/775.pdf,0.2077917979822703
912,1555,2948.pdf,train/2948.pdf,0.20778670729281018
913,1506,1689.pdf,train/1689.pdf,0.20776731199863957
914,166,571.pdf,train/571.pdf,0.20776587314364953
915,928,29.pdf,train/29.pdf,0.20773364402288727
916,1621,1462.pdf,train/1462.pdf,0.20771193312661468
917,103,2498.pdf,train/2498.pdf,0.2076832986274943
918,2691,79.pdf,train/79.pdf,0.20765362476013285
919,1800,3516.pdf,train/3516.pdf,0.20763296115806973
920,918,1480.pdf,train/1480.pdf,0.2076315345373289
921,226,1346.pdf,train/1346.pdf,0.20763098645137196
922,1453,1307.pdf,train/1307.pdf,0.20759657509270377
923,2256,222.pdf,train/222.pdf,0.20758438041299473
924,2713,1177.pdf,train/1177.pdf,0.2075600742188656
925,1286,853.pdf,train/853.pdf,0.2075323217016583
926,1979,443.pdf,train/443.pdf,0.20747795953050732
927,2622,556.pdf,train/556.pdf,0.20743043354174917
928,897,1286.pdf,train/1286.pdf,0.20739816759692184
929,970,1654.pdf,train/1654.pdf,0.20739080429792878
930,468,832.pdf,train/832.pdf,0.20732647209956076
931,2775,964.pdf,train/964.pdf,0.20727095522227454
932,2676,2867.pdf,train/2867.pdf,0.20726933788562305
933,2715,3012.pdf,train/3012.pdf,0.2072685363807164
934,1956,2145.pdf,train/2145.pdf,0.20725093661822339
935,86,2314.pdf,train/2314.pdf,0.20724199282937134
936,1697,120.pdf,train/120.pdf,0.20719851983387028
937,935,2638.pdf,train/2638.pdf,0.2071739091858068
938,1450,3262.pdf,train/3262.pdf,0.2071722496655063
939,244,407.pdf,train/407.pdf,0.20716920277216253
940,580,2113.pdf,train/2113.pdf,0.20711863631819832
941,1513,876.pdf,train/876.pdf,0.2071021379928519
942,1693,3274.pdf,train/3274.pdf,0.2070653748607127
943,2548,2454.pdf,train/2454.pdf,0.20705290425902828
944,1553,719.pdf,train/719.pdf,0.20702703687690865
945,361,1753.pdf,train/1753.pdf,0.2070253907494672
946,1939,2025.pdf,train/2025.pdf,0.207024918498559
947,2720,384.pdf,train/384.pdf,0.20701410127646222
948,554,3386.pdf,train/3386.pdf,0.2069965750448797
949,869,506.pdf,train/506.pdf,0.2069535055449097
950,588,1432.pdf,train/1432.pdf,0.20676792648047992
951,2502,1438.pdf,train/1438.pdf,0.2067467608879647
952,2568,813.pdf,train/813.pdf,0.20672388955267154
953,1985,3059.pdf,train/3059.pdf,0.20669029810210626
954,1032,1708.pdf,train/1708.pdf,0.20663499017742426
955,2552,350.pdf,train/350.pdf,0.2065579235628471
956,1115,1446.pdf,train/1446.pdf,0.2064863383093859
957,1816,1895.pdf,train/1895.pdf,0.2064843479127801
958,2069,3138.pdf,train/3138.pdf,0.20647269530098158
959,487,1578.pdf,train/1578.pdf,0.20642456713955734
960,2618,3158.pdf,train/3158.pdf,0.2064128106137347
